timestamp,open,high,low,close,volume
2026-01-29 13:30:00,88167.98,88167.98,88060.16,88081.96,67.15529
2026-01-29 13:45:00,88081.97,88094.92,87951.67,88052.88,94.42511
2026-01-29 14:00:00,88052.87,88075.23,87952.63,87989.55,71.63984
2026-01-29 14:15:00,87989.55,88070.68,87816.01,87827.48,96.15533
2026-01-29 14:30:00,87827.47,87947.94,87555.0,87682.65,421.21291
2026-01-29 14:45:00,87682.65,87863.63,87008.0,87014.4,476.76573
2026-01-29 15:00:00,87014.4,87039.51,85300.0,85338.76,2674.72072
2026-01-29 15:15:00,85340.58,85804.82,85224.71,85454.87,2369.43368
2026-01-29 15:30:00,85454.87,85632.76,84425.0,84619.99,2193.99699
2026-01-29 15:45:00,84620.0,85150.0,84366.56,84934.02,1003.80501
2026-01-29 16:00:00,84934.02,84980.0,84425.68,84769.56,1215.07136
2026-01-29 16:15:00,84769.56,84929.0,84466.42,84504.71,614.42293
2026-01-29 16:30:00,84504.7,84813.6,84268.17,84621.58,1168.93604
2026-01-29 16:45:00,84621.57,85392.2,84588.44,85270.0,1078.32846
2026-01-29 17:00:00,85270.01,85470.01,85070.93,85236.58,633.6599
2026-01-29 17:15:00,85236.59,85638.3,85033.02,85059.53,755.33595
2026-01-29 17:30:00,85059.53,85141.57,84732.11,84880.32,437.6981
2026-01-29 17:45:00,84880.32,84915.53,84012.78,84261.66,825.98552
2026-01-29 18:00:00,84261.66,84630.55,84237.3,84523.51,304.28953
2026-01-29 18:15:00,84523.51,84554.3,83705.01,83881.48,1006.09732
2026-01-29 18:30:00,83881.49,84109.33,83600.0,84024.01,491.44051
2026-01-29 18:45:00,84024.01,84035.81,83415.0,83477.02,503.93956
2026-01-29 19:00:00,83477.02,83671.34,83383.33,83664.86,437.52809
2026-01-29 19:15:00,83664.86,83949.0,83553.78,83801.9,395.34618
2026-01-29 19:30:00,83801.9,84334.97,83801.89,84166.57,556.14756
2026-01-29 19:45:00,84166.57,84241.91,84000.0,84012.11,363.66342
2026-01-29 20:00:00,84012.11,84109.35,83903.7,83918.06,215.43684
2026-01-29 20:15:00,83918.07,84211.19,83918.06,84000.42,205.26559
2026-01-29 20:30:00,84000.43,84152.87,83824.9,84100.01,318.00645
2026-01-29 20:45:00,84100.0,84398.36,84024.78,84216.91,350.36226
2026-01-29 21:00:00,84216.91,84468.56,84200.0,84427.2,249.10897
2026-01-29 21:15:00,84427.2,84427.2,84230.0,84370.58,147.86058
2026-01-29 21:30:00,84370.58,84473.15,84289.01,84448.13,136.41281
2026-01-29 21:45:00,84448.14,84706.32,84442.81,84526.57,247.29237
2026-01-29 22:00:00,84526.57,84615.74,84306.24,84345.63,140.76705
2026-01-29 22:15:00,84345.63,84464.59,84345.63,84445.29,81.87176
2026-01-29 22:30:00,84445.3,84484.0,84389.59,84458.9,63.96518
2026-01-29 22:45:00,84458.9,84580.66,84398.67,84570.05,48.53494
2026-01-29 23:00:00,84570.04,84580.66,84445.7,84487.38,81.48479
2026-01-29 23:15:00,84487.38,84673.85,84468.5,84576.0,139.11939
2026-01-29 23:30:00,84575.99,84737.69,84575.99,84687.4,298.78731
2026-01-29 23:45:00,84687.4,84729.21,84640.37,84650.16,112.5994
2026-01-30 00:00:00,84650.16,84735.75,84533.77,84542.28,109.40135
2026-01-30 00:15:00,84542.27,84557.47,84319.99,84368.44,151.8721
2026-01-30 00:30:00,84368.44,84430.84,84268.0,84403.62,126.70751
2026-01-30 00:45:00,84403.62,84519.92,84100.0,84192.0,342.20395
2026-01-30 01:00:00,84192.0,84192.01,84000.44,84143.3,142.66872
2026-01-30 01:15:00,84143.31,84191.78,83500.0,83772.92,562.18923
2026-01-30 01:30:00,83772.92,83895.33,81118.0,82035.92,3869.5602
2026-01-30 01:45:00,82035.91,82544.3,81593.75,82468.02,1505.87008
2026-01-30 02:00:00,82468.01,82535.89,81889.52,81900.53,907.32151
2026-01-30 02:15:00,81900.53,82116.6,81225.01,81465.36,1174.29393
2026-01-30 02:30:00,81465.37,82117.27,81154.0,81984.95,1262.55785
2026-01-30 02:45:00,81984.95,82169.3,81886.72,82164.88,619.80755
2026-01-30 03:00:00,82164.88,82418.24,82036.35,82387.37,649.53735
2026-01-30 03:15:00,82387.36,82425.28,82222.65,82355.67,256.48854
2026-01-30 03:30:00,82355.67,82533.4,82355.66,82498.04,254.62665
2026-01-30 03:45:00,82498.04,82738.89,82437.3,82676.43,310.01661
2026-01-30 04:00:00,82676.42,83034.37,82676.42,83030.61,289.87563
2026-01-30 04:15:00,83030.62,83332.2,82950.62,83043.35,500.68934
2026-01-30 04:30:00,83043.35,83200.0,82900.01,82917.47,224.10191
2026-01-30 04:45:00,82917.46,83000.0,82884.0,82938.92,132.71099
2026-01-30 05:00:00,82938.92,83055.22,82903.23,82971.99,119.38941
2026-01-30 05:15:00,82971.99,83329.36,82928.81,83259.54,249.44257
2026-01-30 05:30:00,83259.54,83311.65,83107.41,83108.37,198.41513
2026-01-30 05:45:00,83108.36,83145.0,82910.0,82914.19,250.96048
2026-01-30 06:00:00,82914.2,82919.21,82764.95,82792.9,405.63535
2026-01-30 06:15:00,82792.91,82798.23,82376.47,82410.54,281.30467
2026-01-30 06:30:00,82410.53,82494.5,82161.12,82161.57,265.61011
2026-01-30 06:45:00,82161.57,82682.0,82056.08,82602.81,246.82011
2026-01-30 07:00:00,82602.81,83100.0,82602.8,82946.04,276.6264
2026-01-30 07:15:00,82946.04,83010.75,82669.62,82669.63,210.8868
2026-01-30 07:30:00,82669.63,82738.61,82483.27,82567.29,551.79264
2026-01-30 07:45:00,82567.3,82958.71,82550.53,82816.98,585.15668
2026-01-30 08:00:00,82816.98,82904.91,82602.53,82904.9,337.8971
2026-01-30 08:15:00,82904.91,82995.41,82699.99,82700.0,265.43477
2026-01-30 08:30:00,82700.0,82700.0,82438.8,82595.27,220.09847
2026-01-30 08:45:00,82595.27,82684.94,82494.4,82671.7,136.31207
2026-01-30 09:00:00,82671.7,82834.19,82603.81,82642.46,158.89006
2026-01-30 09:15:00,82642.45,82661.87,82216.27,82410.93,414.53546
2026-01-30 09:30:00,82410.92,82649.8,82410.92,82485.65,170.74824
2026-01-30 09:45:00,82485.64,82485.65,82160.0,82363.72,282.08649
2026-01-30 10:00:00,82363.71,82411.79,82172.02,82319.15,163.19571
2026-01-30 10:15:00,82319.15,82623.51,82245.37,82522.67,140.07834
2026-01-30 10:30:00,82522.67,82649.8,82498.0,82592.05,158.34889
2026-01-30 10:45:00,82592.04,82897.41,82569.88,82833.92,199.76746
2026-01-30 11:00:00,82833.92,82860.8,82741.39,82860.8,88.35428
2026-01-30 11:15:00,82860.79,82928.2,82700.27,82741.16,116.672
2026-01-30 11:30:00,82741.15,82976.19,82731.12,82793.97,120.86845
2026-01-30 11:45:00,82793.97,83314.85,82682.15,83151.36,281.7883
2026-01-30 12:00:00,83151.36,83329.35,82933.28,82933.28,204.29594
2026-01-30 12:15:00,82933.29,82966.93,82650.0,82747.14,177.59508
2026-01-30 12:30:00,82747.15,82877.0,82675.8,82745.2,126.37135
2026-01-30 12:45:00,82745.2,82928.2,82709.96,82800.5,184.75383
2026-01-30 13:00:00,82800.49,82859.92,82552.0,82755.2,154.52396
2026-01-30 13:15:00,82755.2,82812.19,82653.84,82714.0,94.09681
2026-01-30 13:30:00,82714.0,83087.34,82421.64,82930.28,367.60276
2026-01-30 13:45:00,82930.28,82930.29,82638.0,82740.92,144.34832
2026-01-30 14:00:00,82740.93,83128.0,82738.68,82973.37,280.15154
2026-01-30 14:15:00,82973.38,83127.0,82944.01,82980.0,207.28993
2026-01-30 14:30:00,82979.99,83660.87,82784.0,83650.86,731.07432
2026-01-30 14:45:00,83650.86,83797.99,82897.43,83098.0,566.88535
2026-01-30 15:00:00,83098.0,83616.46,83017.33,83317.32,405.1442
2026-01-30 15:15:00,83317.32,83578.6,82610.0,82620.28,404.29156
2026-01-30 15:30:00,82620.27,83361.8,82382.01,83266.4,471.66836
2026-01-30 15:45:00,83266.39,83273.56,82853.23,82883.94,231.78724
2026-01-30 16:00:00,82882.84,83157.05,82701.9,83071.61,201.97176
2026-01-30 16:15:00,83071.6,83246.0,82549.35,83165.47,345.03338
2026-01-30 16:30:00,83165.47,83493.6,83060.0,83390.52,244.80399
2026-01-30 16:45:00,83390.51,83392.6,83050.65,83149.0,164.73645
2026-01-30 17:00:00,83149.0,83167.86,82641.6,82755.21,270.69004
2026-01-30 17:15:00,82755.2,83475.8,82641.6,83385.68,365.76524
2026-01-30 17:30:00,83385.68,83385.68,82870.0,83158.85,282.93118
2026-01-30 17:45:00,83158.86,83232.5,82931.18,82943.23,174.70858
2026-01-30 18:00:00,82943.23,83236.7,82758.0,82871.83,283.4258
2026-01-30 18:15:00,82871.83,82892.0,81871.37,82496.94,758.69765
2026-01-30 18:30:00,82496.95,83160.71,82189.4,83134.78,437.18652
2026-01-30 18:45:00,83134.78,84160.0,83046.5,83931.13,734.46006
2026-01-30 19:00:00,83931.13,84372.72,83917.36,84141.58,536.63377
2026-01-30 19:15:00,84141.59,84516.91,84096.37,84311.99,381.00008
2026-01-30 19:30:00,84311.99,84570.0,84133.11,84249.99,447.38091
2026-01-30 19:45:00,84249.98,84621.16,84122.89,84242.99,486.8306
2026-01-30 20:00:00,84243.0,84256.64,83667.72,83899.57,318.18314
2026-01-30 20:15:00,83899.58,84185.39,83539.2,83954.01,564.43473
2026-01-30 20:30:00,83954.01,84299.99,83554.0,83965.15,1094.92756
2026-01-30 20:45:00,83965.15,84111.98,83700.55,83906.34,413.08445
2026-01-30 21:00:00,83906.34,84056.06,83790.44,84050.17,170.51789
2026-01-30 21:15:00,84050.17,84523.11,84050.16,84264.38,379.45388
2026-01-30 21:30:00,84264.39,84411.68,84044.74,84222.77,136.92967
2026-01-30 21:45:00,84222.78,84416.0,84137.2,84273.7,149.043
2026-01-30 22:00:00,84273.71,84327.06,84009.75,84009.75,124.10844
2026-01-30 22:15:00,84009.76,84109.47,83918.42,83941.7,123.0532
2026-01-30 22:30:00,83941.7,84083.1,83939.09,83989.99,98.43032
2026-01-30 22:45:00,83990.0,84229.0,83950.28,84219.99,108.91023
2026-01-30 23:00:00,84220.0,84227.71,83933.82,84011.6,130.27682
2026-01-30 23:15:00,84011.6,84202.59,83978.48,84030.0,89.49671
2026-01-30 23:30:00,84029.99,84232.0,84000.0,84231.99,69.01794
2026-01-30 23:45:00,84232.0,84298.96,84200.0,84260.49,68.22595
2026-01-31 00:00:00,84260.5,84260.5,84110.0,84174.74,98.83872
2026-01-31 00:15:00,84174.74,84243.15,84112.71,84173.76,95.98326
2026-01-31 00:30:00,84173.76,84270.02,84120.5,84245.13,64.20219
2026-01-31 00:45:00,84245.14,84245.14,84014.01,84067.83,121.97348
2026-01-31 01:00:00,84067.83,84266.22,84067.82,84215.79,86.57998
2026-01-31 01:15:00,84215.79,84246.73,84131.91,84132.26,121.58517
2026-01-31 01:30:00,84132.25,84132.26,83908.0,84048.11,174.02582
2026-01-31 01:45:00,84048.11,84048.11,83944.54,83999.99,92.60426
2026-01-31 02:00:00,84000.0,84048.11,83925.08,84021.5,125.57852
2026-01-31 02:15:00,84021.5,84027.02,83844.4,83892.92,116.39043
2026-01-31 02:30:00,83892.92,84160.36,83815.02,84138.66,183.18388
2026-01-31 02:45:00,84138.67,84183.42,84112.66,84130.01,89.65068
2026-01-31 03:00:00,84130.01,84227.79,84120.5,84177.46,102.04574
2026-01-31 03:15:00,84177.46,84232.0,84146.21,84152.91,94.7309
2026-01-31 03:30:00,84152.9,84193.34,84061.09,84084.52,90.27554
2026-01-31 03:45:00,84084.51,84090.32,84022.69,84022.69,69.69099
2026-01-31 04:00:00,84022.7,84097.48,84022.69,84097.47,57.71139
2026-01-31 04:15:00,84097.48,84146.22,84000.0,84146.22,45.37963
2026-01-31 04:30:00,84146.22,84146.22,84061.22,84061.23,64.41417
2026-01-31 04:45:00,84061.22,84066.0,83941.43,83992.45,46.76254
2026-01-31 05:00:00,83992.44,84020.32,83922.47,84020.31,34.26011
2026-01-31 05:15:00,84020.32,84020.32,83903.7,83998.59,116.20439
2026-01-31 05:30:00,83998.59,84097.37,83998.59,84017.15,61.96973
2026-01-31 05:45:00,84016.9,84052.77,83986.0,84000.01,37.19162
2026-01-31 06:00:00,84000.01,84050.51,83914.0,83990.57,44.57835
2026-01-31 06:15:00,83990.57,84011.49,83638.4,83670.65,223.88371
2026-01-31 06:30:00,83670.65,83777.5,83670.64,83774.72,68.55228
2026-01-31 06:45:00,83774.71,83848.39,83688.1,83786.09,70.3189
2026-01-31 07:00:00,83786.09,83805.02,83693.67,83749.53,74.05923
2026-01-31 07:15:00,83749.53,83779.98,83683.25,83700.16,48.90641
2026-01-31 07:30:00,83700.16,83720.01,83404.67,83482.07,289.77437
2026-01-31 07:45:00,83482.07,83573.19,83482.06,83546.81,65.97889
2026-01-31 08:00:00,83546.82,83629.08,83182.75,83351.72,193.03093
2026-01-31 08:15:00,83351.72,83357.75,83054.36,83097.99,206.88474
2026-01-31 08:30:00,83097.99,83110.52,82560.75,82789.98,481.06438
2026-01-31 08:45:00,82789.99,83236.55,82714.0,83074.07,261.89534
2026-01-31 09:00:00,83074.08,83290.08,83067.88,83140.01,173.65735
2026-01-31 09:15:00,83140.01,83178.63,82894.0,83021.63,98.97472
2026-01-31 09:30:00,83021.62,83300.0,83021.62,83214.57,104.04661
2026-01-31 09:45:00,83214.58,83228.25,83088.89,83109.1,94.41039
2026-01-31 10:00:00,83109.1,83167.93,82960.0,83004.38,72.16167
2026-01-31 10:15:00,83004.39,83071.7,82917.32,83055.34,71.34935
2026-01-31 10:30:00,83055.33,83203.26,83030.01,83179.99,308.88646
2026-01-31 10:45:00,83180.0,83194.44,83070.3,83160.0,62.73506
2026-01-31 11:00:00,83160.0,83160.0,82986.02,83019.99,96.0828
2026-01-31 11:15:00,83020.0,83081.9,83000.0,83000.01,53.06905
2026-01-31 11:30:00,83000.0,83070.0,82973.0,82984.0,44.70753
2026-01-31 11:45:00,82984.0,83028.0,82851.97,83020.0,85.83251
2026-01-31 12:00:00,83020.0,83140.0,82802.0,82842.66,156.03562
2026-01-31 12:15:00,82842.66,83080.0,82842.65,82994.0,62.82628
2026-01-31 12:30:00,82994.0,82994.0,82808.88,82918.77,70.74115
2026-01-31 12:45:00,82918.77,82952.47,82720.0,82762.0,247.97269
2026-01-31 13:00:00,82761.99,82898.65,82694.0,82802.27,146.59045
2026-01-31 13:15:00,82802.26,82919.29,82780.0,82827.95,47.61462
2026-01-31 13:30:00,82827.94,82844.66,82478.59,82649.79,244.98496
2026-01-31 13:45:00,82649.78,82768.0,82590.0,82767.99,100.66851
2026-01-31 14:00:00,82768.0,82928.2,82342.87,82449.53,263.85332
2026-01-31 14:15:00,82449.54,82518.89,81299.98,81588.0,1624.04796
2026-01-31 14:30:00,81587.99,81634.24,80825.76,80995.78,1643.26795
2026-01-31 14:45:00,80995.79,81568.51,80888.0,81479.99,635.07174
2026-01-31 15:00:00,81480.0,81789.68,81190.0,81265.88,603.4387
2026-01-31 15:15:00,81265.88,81342.99,81088.0,81315.28,423.55193
2026-01-31 15:30:00,81315.28,81379.04,81169.37,81343.35,270.43189
2026-01-31 15:45:00,81343.34,81522.83,81235.8,81302.15,270.73155
2026-01-31 16:00:00,81302.16,81444.26,80701.66,80992.49,557.92493
2026-01-31 16:15:00,80992.48,82200.0,80500.0,81113.08,1742.45537
2026-01-31 16:30:00,81113.09,81279.96,80924.04,80980.76,517.88799
2026-01-31 16:45:00,80980.76,81039.3,80098.01,80365.04,2295.29589
2026-01-31 17:00:00,80365.05,80550.74,78159.9,78846.77,4129.31419
2026-01-31 17:15:00,78852.22,79426.64,78637.54,79120.1,1082.94586
2026-01-31 17:30:00,79120.1,79293.3,78506.66,78907.28,764.24861
2026-01-31 17:45:00,78907.28,79107.33,78654.0,78893.92,692.75966
2026-01-31 18:00:00,78893.92,79143.64,78579.24,78622.96,424.72332
2026-01-31 18:15:00,78622.95,78664.73,78000.0,78436.94,860.14051
2026-01-31 18:30:00,78436.94,78729.43,75719.9,77540.28,4653.93953
2026-01-31 18:45:00,77557.19,78307.79,77098.95,78038.38,1844.51975
2026-01-31 19:00:00,78038.39,78576.3,77794.21,78226.24,889.01655
2026-01-31 19:15:00,78226.24,78384.9,77810.23,77982.54,560.21857
2026-01-31 19:30:00,77982.54,78061.12,77194.0,77520.01,574.36384
2026-01-31 19:45:00,77520.01,78000.0,77454.0,77750.01,439.86098
2026-01-31 20:00:00,77750.01,77948.51,77500.0,77532.16,405.84609
2026-01-31 20:15:00,77532.16,78141.95,77371.11,77382.96,318.18293
2026-01-31 20:30:00,77382.97,77569.45,77092.34,77517.04,402.39664
2026-01-31 20:45:00,77517.04,78094.47,77324.88,77999.03,252.07751
2026-01-31 21:00:00,77999.02,78170.19,77618.63,77670.56,365.02533
2026-01-31 21:15:00,77670.57,77962.0,77372.69,77836.34,348.28968
2026-01-31 21:30:00,77836.34,78269.0,77726.82,78166.41,312.38335
2026-01-31 21:45:00,78166.4,78365.02,78088.01,78292.0,304.86824
2026-01-31 22:00:00,78292.0,78499.94,78158.4,78186.56,271.05387
2026-01-31 22:15:00,78186.56,78353.55,78080.0,78341.23,185.85076
2026-01-31 22:30:00,78341.23,78427.73,78056.96,78097.96,299.57552
2026-01-31 22:45:00,78097.97,78261.46,78000.0,78155.17,145.95729
2026-01-31 23:00:00,78155.16,78353.82,78078.67,78227.88,290.2491
2026-01-31 23:15:00,78227.87,79240.0,78144.92,78975.17,719.63221
2026-01-31 23:30:00,78975.17,79177.16,78760.75,78839.36,234.78375
2026-01-31 23:45:00,78839.36,78941.91,78648.66,78741.09,308.20002
2026-02-01 00:00:00,78741.1,79393.25,78644.09,79337.87,578.79118
2026-02-01 00:15:00,79337.87,79424.0,78970.46,79089.36,350.74162
2026-02-01 00:30:00,79089.37,79225.99,78755.0,78755.54,454.12618
2026-02-01 00:45:00,78755.54,79123.67,78745.0,78902.31,354.367
